sl_no,ministry,sector,project_name,agency,project_id,legacy_ocms_code,pmgid,state,approval_date_mm_yyyy,start_date_mm_yyyy,original_target_doc_mm_yyyy,revised_target_doc_mm_yyyy,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_percent,report_month,source_pdf_page,source_file,snapshot_date,anticipated_target_doc_mm_yyyy,anticipated_cost_crore,clean_project_id,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,burn_rate_pct,burn_progress_gap,cost_variation_pct,time_elapsed_ratio,delay_months_actual,is_delayed,is_cost_overrun
765,,,4-LANNING OF THALSERRY -MAHE BYPASS,NHAI,N24000704,,,,9-2017,,5/2020,01-11-2023,1124.11,1573.18,1527.28,100.0,April-June 2025 Q1,146.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,2/2024,1573.18,N24000704,1124.11,1573.18,1527.28,100.0,97.08234277069376,-2.9176572293062435,39.948937381572996,1.1,0.0,0,1
766,,,6-LANING OF KOZHIKODE BYPASS (CALICUT BYPASS) (I.E. VENGALAM JN. TO RAMANATTUKARA JN.) SECTION OF NH,NHAI,N24000784,,,,2-2018,,2/2023,01-12-2024,1424.77,2065.95,902.09,95.5,April-June 2025 Q1,146.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,7/2025,2065.95,N24000784,1424.77,2065.95,902.09,95.5,43.66465790556403,-51.83534209443597,45.00235125669405,1.055,0.0,0,1
767,,"URBAN
DEVELOPMENT",KOCHI METRO RAIL PROJECT PHASE II FROM JLN STADIUM TO INFOPARK VIA KAKKANAD,KMRCL,N28000158,,,,7-2018,,11/2026,,1957.05,1957.05,250.63,7.4,April-June 2025 Q1,146.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,11/2026,,N28000158,1957.05,1957.05,250.63,7.4,12.806520017373089,5.406520017373088,0.0,0.17400000000000002,0.0,0,0
768,,,KOCHI METRO RAIL PROJECT PHASE IB SECTION FROM S N JUNCTION TO THRIPUNITHURA,KMRCL,N28000159,,,,6-2019,,9/2023,,355.7,448.0,448.39,100.0,April-June 2025 Q1,146.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,9/2023,448.33,N28000159,355.7,448.0,448.39,100.0,100.08705357142857,0.0870535714285694,25.948833286477374,1.1,0.0,0,1
769,,CIVIL AVIATION,CONSTRUCTION OF TERMINAL BUILDING AND ASSOCIATED WORKS AT LEH AIRPORT,AAI,N04000078,,,,7-2018,,9/2021,01-10-2025,480.33,640.0,416.49,65.92,April-June 2025 Q1,146.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,10/2025,640.0,N04000078,480.33,640.0,416.49,65.92,65.0765625,-0.8434375000000074,33.24172964420295,0.7592,0.0,0,1
770,,"ROAD
TRANSPORT
AND HIGHWAYS",KARGIL-ZANSKR PACKAGE-1,NHIDCL,N24001343,,,,3-2021,,1/2023,01-12-2024,384.23,384.23,162.54,60.4,April-June 2025 Q1,146.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,11/2025,,N24001343,384.23,384.23,162.54,60.4,42.30278739296775,-18.097212607032247,0.0,0.704,0.0,0,0
771,,,KARGIL-ZANSKR PACKAGE-2,NHIDCL,N24001344,,,,3-2021,,1/2023,01-02-2025,404.89,404.89,244.21,67.27,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,11/2025,,N24001344,404.89,404.89,244.21,67.27,60.31514732396454,-6.954852676035458,0.0,0.7726999999999999,0.0,0,0
772,,,KARGIL-ZANSKR PACKAGE-3,NHIDCL,N24001345,,,,8-2020,,1/2023,01-08-2025,381.01,381.01,230.28,76.11,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,8/2025,,N24001345,381.01,381.01,230.28,76.11,60.439358547019765,-15.670641452980234,0.0,0.8611,0.0,0,0
773,,,KARGIL-ZANSKR PACKAGE-8,NHIDCL,N24001348,,,,3-2021,,1/2023,01-08-2025,398.37,398.37,279.84,84.05,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,8/2025,,N24001348,398.37,398.37,279.84,84.05,70.24625348294299,-13.803746517057007,0.0,0.9405,0.0,0,0
774,,,CONSTRUCTION OF REALIGNMENT BETWEEN PANDRASS- PASHKYUN (TOTAL LENGTH 27.10 KM) ON ROAD ZOZILA-KARGIL,BRO,N24001999,,,,11-2021,,6/2025,,426.14,426.14,16.27,37.0,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,6/2025,,N24001999,426.14,426.14,16.27,37.0,3.8179940864504625,-33.18200591354954,0.0,0.47,0.0,0,0
775,,CIVIL AVIATION,UPGRADATION OF JABALPUR AIRPORT,AAI,N04000087,,,,6-2016,,6/2021,01-07-2024,412.24,412.24,403.17,100.0,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,7/2024,,N04000087,412.24,412.24,403.17,100.0,97.79982534445953,-2.200174655540465,0.0,1.1,0.0,0,0
776,,,DEVELOPMENT OF GWALIOR AIRPORT PHASE 01,AAI,N04000098,,,,10-2021,,8/2023,01-08-2024,446.12,455.0,451.55,100.0,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,8/2024,455.0,N04000098,446.12,455.0,451.55,100.0,99.24175824175825,-0.758241758241752,1.9904958307181913,1.1,0.0,0,0
777,,,KANCHAN OC EXPANSION,SECL,N06000125,,,,12-2014,,3/2021,01-03-2026,371.04,371.04,137.63,47.0,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2026,,N06000125,371.04,371.04,137.63,47.0,37.093035791289346,-9.906964208710654,0.0,0.57,0.0,0,0
778,,,AMADAND OPENCAST EXPANSION PROJECT,SECL,N06000148,,,,3-2016,,3/2021,01-03-2027,869.44,869.44,272.09,75.0,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2027,,N06000148,869.44,869.44,272.09,75.0,31.294856459330138,-43.705143540669866,0.0,0.85,0.0,0,0
779,,,GANDHIGRAM UG MINE,WCL,N06000183,,,,8-2019,,3/2026,,414.16,414.16,11.75,28.0,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2026,,N06000183,414.16,414.16,11.75,28.0,2.8370677998841023,-25.162932200115897,0.0,0.38,0.0,0,0
780,,,BLOCK-B EXPANSION OPENCAST PROJECT,NCL,N06000184,,,,7-2019,,3/2023,,998.71,998.71,453.75,46.24,April-June 2025 Q1,147.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2027,,N06000184,998.71,998.71,453.75,46.24,45.433609356069326,-0.8063906439306763,0.0,0.5624,0.0,0,0
781,,,NIGAHI EXPANSION OCP (15 TO 25 MTPA),NCL,N06000196,,,,11-2020,,3/2025,,1729.68,1729.68,772.95,44.93,April-June 2025 Q1,148.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2028,,N06000196,1729.68,1729.68,772.95,44.93,44.68745663937838,-0.2425433606216174,0.0,0.5493,0.0,0,0
782,,,RAMPUR BATURA OC (4.0 MTY),SECL,N06000233,,,,7-2019,,3/2026,,1248.93,1248.93,490.58,44.0,April-June 2025 Q1,148.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2026,,N06000233,1248.93,1248.93,490.58,44.0,39.280023700287444,-4.719976299712556,0.0,0.54,0.0,0,0
783,,,TAWA III UG MINE,WCL,N06000250,,,,12-2021,,3/2027,,314.09,324.25,0.56,9.0,April-June 2025 Q1,148.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2027,,N06000250,314.09,324.25,0.56,9.0,0.17270624518118735,-8.827293754818813,3.23474163456335,0.19,0.0,0,0
785,,,VISHNUPURI UG TO OC,WCL,N06000260,,,,11-2022,,3/2029,,220.62,227.65,,7.0,April-June 2025 Q1,148.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2029,,N06000260,220.62,227.65,0.0,7.0,0.0,-7.0,3.1864744810080685,0.17,0.0,0,0
760,,,6L OF AZHIYUR-VENGALAM FROM KM. 189.200 TO KM. 230.400 OF NH-66,NHAI,N24001661,,,,10-2020,,4/2024,01-05-2025,3219.47,3898.46,2295.34,58.14,April-June 2025 Q1,145.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2026,3896.46,N24001661,3219.47,3898.46,2295.34,58.14,58.87812110423091,0.7381211042309062,21.09011731744667,0.6814,0.0,0,1
812,,,2- LANE WITH PAVED SHOULDERS OF HINOTIYA TO MEHULWA FROM DESIGN KM 27+000 9OF EXISTING SH-19 KM 26+5,NHAI,N24001921,,,,8-2021,,9/2025,,581.65,592.03,135.75,45.78,April-June 2025 Q1,151.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,9/2025,581.65,N24001921,581.65,592.03,135.75,45.78,22.929581271219366,-22.850418728780635,1.7845783546806493,0.5578,0.0,0,0
814,,,UPGRADATION OF NASRULLAGANI-REHTI- BUDHNI SCCTION TO 2-LANE WITH PAVED SHOULDER FROM KM 0+150 TO KM,MoRTH,N24001963,,,,12-2021,,10/2024,,305.12,305.12,71.47,34.46,April-June 2025 Q1,151.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,9/2025,,N24001963,305.12,305.12,71.47,34.46,23.423571054011536,-11.036428945988465,0.0,0.4446,0.0,0,0
842,,,DINESH (MAKARDHOKDA-III) OC (8.0 MTY),WCL,N06000222,,,,2-2020,,3/2027,,822.88,1184.33,578.89,48.0,April-June 2025 Q1,154.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2027,,N06000222,822.88,1184.33,578.89,48.0,48.87911308503543,0.8791130850354278,43.924995139023906,0.58,0.0,0,1
843,,,AMALGAMATED INDER-KAMPTEE DEEP OC (3.20 MTY),WCL,N06000226,,,,9-2018,,3/2024,01-03-2025,235.9,313.34,116.46,87.0,April-June 2025 Q1,154.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2025,,N06000226,235.9,313.34,116.46,87.0,37.16729431288696,-49.83270568711304,32.827469266638396,0.97,0.0,0,1
844,,,SAONER UG MINE I EXPANSION,WCL,N06000251,,,,1-2022,,3/2028,,228.64,253.51,118.34,27.0,April-June 2025 Q1,154.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2028,,N06000251,228.64,253.51,118.34,27.0,46.68060431541162,19.68060431541162,10.877361791462564,0.37,0.0,1,1
845,,,SINGHORI DEEP OC,WCL,N06000252,,,,5-2022,,3/2029,,335.75,421.84,22.01,16.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2029,,N06000252,335.75,421.84,22.01,16.0,5.217618054238574,-10.782381945761426,25.641102010424415,0.26,0.0,0,1
846,,,MAKARDHOKDA I EXPANSION OC,WCL,N06000253,,,,6-2022,,3/2026,,361.87,497.06,33.9,12.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2026,,N06000253,361.87,497.06,33.9,12.0,6.820102200941536,-5.179897799058464,37.358719982314085,0.22,0.0,0,1
847,,,BHATADI EXPANSION OC,WCL,N06000254,,,,5-2022,,3/2028,,580.6,729.86,61.33,17.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2028,,N06000254,580.6,729.86,61.33,17.0,8.402981393691942,-8.597018606308058,25.707888391319322,0.27,0.0,0,1
848,,,NEW MAJARI UG TO OC (3.0 MTY),WCL,N06000255,,,,9-2022,,3/2027,,402.27,496.38,47.99,27.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2027,,N06000255,402.27,496.38,47.99,27.0,9.667996293162497,-17.332003706837504,23.39473487955851,0.37,0.0,0,1
849,,,BHANEGAON OC (1.15MTY),WCL,N06000256,,,,9-2022,,3/2028,,405.2,494.6,10.21,7.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2028,,N06000256,405.2,494.6,10.21,7.0,2.0642943792964012,-4.935705620703599,22.063178677196454,0.17,0.0,0,1
850,,,GOKUL EXPANSION OC,WCL,N06000264,,,,4-2021,,3/2026,,309.58,456.95,3.65,7.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2026,,N06000264,309.58,456.95,3.65,7.0,0.7987744829850093,-6.201225517014991,47.603204341365725,0.17,0.0,0,1
851,,,KOLGAON EXPANSION (DEEP) OC,WCL,N06000267,,,,9-2023,,3/2027,,198.71,206.19,0.55,5.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2027,,N06000267,198.71,206.19,0.55,5.0,0.26674426499830256,-4.7332557350016975,3.7642796034421973,0.15000000000000002,0.0,0,0
852,,,AMALGAMATED GAURI PAUNI EXPANSION OC,WCL,N06000271,,,,3-2024,,3/2030,,1225.21,1428.25,52.83,17.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2030,,N06000271,1225.21,1428.25,52.83,17.0,3.698932259758445,-13.301067740241555,16.57185298846728,0.27,0.0,0,1
853,,,GAURI CENTRAL OCM,WCL,N06000278,,,,6-2024,,3/2030,,973.07,1015.07,,0.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2030,,N06000278,973.07,1015.07,0.0,0.0,0.0,0.0,4.316236241996978,0.1,0.0,0,0
854,,,BALLARPUR NORTHWEST OC MINE,WCL,N06000282,,,,12-2022,,3/2029,,360.18,360.18,,0.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2029,,N06000282,360.18,360.18,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0
855,,,NORTHERN EXTENSION OF MUNGOLI NIRGUDA DEEP OC,WCL,N06000283,,,,6-2024,,3/2029,,1024.91,1184.44,,0.0,April-June 2025 Q1,155.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2029,,N06000283,1024.91,1184.44,0.0,0.0,0.0,0.0,15.56526914558351,0.1,0.0,0,1
856,,,AMALGAMATED GONDEGAON - GHATROHAN EXPANSION OCM,WCL,N06000284,,,,9-2024,,3/2029,,668.54,871.59,,0.0,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2029,,N06000284,668.54,871.59,0.0,0.0,0.0,0.0,30.372154246567156,0.1,0.0,0,1
857,,,WAGHODA UG,WCL,N06000293,,,,1-2025,,3/2030,,379.3,379.3,,0.0,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2030,,N06000293,379.3,379.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0
858,,,KOLARPIMPRI EXPANSION OCM (2.50 MTY),WCL,N06000294,,,,2-2025,,3/2030,,630.37,630.37,,0.0,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2030,,N06000294,630.37,630.37,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0
859,,"DEPARTMENT
OF HIGHER
EDUCATION","CONSTRUCTION OF IITB RESEARCH PARK AT IIT BOMBAY, POWAI, MUMBAI",CPWD EDUCATION,N28000117,,,,1-2018,,7/2020,01-11-2023,223.37,275.0,141.16,100.0,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,2/2024,230.0,N28000117,223.37,275.0,141.16,100.0,51.330909090909095,-48.669090909090905,23.11411559296235,1.1,0.0,0,1
860,,"HEALTH AND
FAMILY
WELFARE",500 BEDDED HOSPITAL INCLUDING 50 SUPERSPECIALITY BEDS FOR ESIC AT PUNE,CPWD,N21000033,,,,7-2022,,9/2025,,429.25,429.25,99.08,0.0,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,9/2025,,N21000033,429.25,429.25,99.08,0.0,23.082119976703552,23.082119976703552,0.0,0.1,9.2,1,0
861,,,LIFE EXTENSION OF WALL PLATFORMS OF MUMBAI HIGH AND HEERA FIELDS,ONGC,N16000213,,,,12-2015,,4/2018,01-12-2023,3190.69,3375.9,3051.26,89.5,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,6/2025,3375.9,N16000213,3190.69,3375.9,3051.26,89.5,90.38360140999437,0.8836014099943696,5.804700550664591,0.995,0.0,0,0
862,,,MUMBAI HIGH NORTH REDEVELOPMENT PHASE-IV,ONGC,N16000358,,,,4-2019,,3/2022,01-06-2024,3228.8,3976.67,3867.19,100.0,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,6/2025,3976.67,N16000358,3228.8,3976.67,3867.19,100.0,97.24694279384511,-2.7530572061548924,23.162475222993056,1.1,0.0,0,1
863,,,SETTING UP 500KTPA PROPANE DEHYDROGENATION INTEGRATED WITH POLYPROPYLENE UNIT ALONG WITH OFFSITE AND,GAIL,N16000430,,,,5-2019,,4/2025,01-10-2025,8797.0,11256.0,6694.98,84.5,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,10/2025,11256.0,N16000430,8797.0,11256.0,6694.98,84.5,59.47921108742003,-25.020788912579967,27.95271115152893,0.945,0.0,0,1
864,,,DEBOTTLENECKING AND AUGMENTATION OF CRYOGENIC FACILITIES AT URAN LPG IMPORT TERMINAL,BPCL,N16000442,,,,4-2021,,6/2024,,1164.69,1164.69,893.78,84.1,April-June 2025 Q1,156.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,4/2025,,N16000442,1164.69,1164.69,893.78,84.1,76.73973331959577,-7.360266680404223,0.0,0.941,0.0,0,0
841,,,ADASA UG TO OC (1.50 MTY),WCL,N06000219,,,,11-2018,,3/2024,01-03-2025,316.0,333.43,208.2,78.0,April-June 2025 Q1,154.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2025,,N06000219,316.0,333.43,208.2,78.0,62.441891851363096,-15.558108148636904,5.515822784810129,0.88,0.0,0,0
813,,,"CONSTRUCTION OF MIHONA BYPASS, LAHAR BYPASS, DABOH BYPASS and BHANDER BYPASS (TOTAL LENGTH 20.60 KM)",MoRTH,N24001962,,,,3-2022,,12/2024,,179.19,179.19,47.91,96.0,April-June 2025 Q1,151.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2025,,N24001962,179.19,179.19,47.91,96.0,26.736983090574252,-69.26301690942574,0.0,1.06,0.0,0,0
840,,,DHUPTALA OC(SASTI UG TO OC),WCL,N06000209,,,,10-2021,,3/2028,,711.0,720.87,159.15,33.0,April-June 2025 Q1,154.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2028,,N06000209,711.0,720.87,159.15,33.0,22.0774896999459,-10.9225103000541,1.3881856540084396,0.43000000000000005,0.0,0,0
838,,,GHONSA EXPANSION DEEP OC,WCL,N06000205,,,,3-2021,,3/2028,,184.71,241.72,9.25,6.0,April-June 2025 Q1,154.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2029,,N06000205,184.71,241.72,9.25,6.0,3.826741684593745,-2.173258315406255,30.86459855990471,0.16,0.0,0,1
815,,,UPGRADATION and WIDENING OF JHARKHEDA- BERASIA - DHOLKHEDI FROM DESIGN KM 0+000 TO KM 87+900 (DESIGN,MoRTH,N24001964,,,,3-2022,,5/2025,,365.21,365.21,112.27,64.0,April-June 2025 Q1,151.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,5/2025,,N24001964,365.21,365.21,112.27,64.0,30.741217381780345,-33.258782618219655,0.0,0.74,0.0,0,0
816,,,"REHABILITATION AND UPGRADATION OF KURWAI?MUNGAOLI?CHANDERI ROAD SECTION OF NH-346, FROM DESIGN CHAIN",MoRTH,N24001965,,,,3-2022,,2/2025,,386.49,386.49,77.42,48.77,April-June 2025 Q1,151.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,12/2025,,N24001965,386.49,386.49,77.42,48.77,20.031566146601463,-28.73843385339854,0.0,0.5877,0.0,0,0
817,,,BALANCE WORK FOR REHABILITATION AND UP-GRADATION OF SIDHI-SINGRAULI FROM KM 82.400 TO KM 187.993 SEC,MoRTH,N24001966,,,,12-2020,,4/2023,,529.44,529.44,378.4,0.0,April-June 2025 Q1,151.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,6/2025,,N24001966,529.44,529.44,378.4,0.0,71.47174372922332,71.47174372922332,0.0,0.1,28.6,1,0
818,,,4L GREENFIELD RUDHI TO DESHGAON (PKG V OF BETUL-KHANDWA/DESHGAON) - N/04015/06003/MP,NHAI,N24001967,,,,11-2018,,10/2025,,521.21,521.21,110.63,49.57,April-June 2025 Q1,152.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,10/2025,,N24001967,521.21,521.21,110.63,49.57,21.225609639108995,-28.344390360891005,0.0,0.5957,0.0,0,0
819,,,REHABILITATION AND UPGRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION OF JIRAPUR-SUSNER-MP-RJ B,MoRTH,N24002018,,,,1-2022,,3/2025,,239.72,232.22,73.4,100.0,April-June 2025 Q1,152.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2025,232.22,N24002018,239.72,232.22,73.4,100.0,31.60795797088968,-68.39204202911031,-3.128650091773736,1.1,0.0,0,0
820,,,UPGRADATION OF DINDORI-SAGARTOLA- KABICHABUTRA (MP-CG BORDER) SECTION OF NH -45 FROM KM 0+00(DESIGN),MoRTH,N24002019,,,,1-2022,,9/2025,,329.14,319.09,52.7,50.12,April-June 2025 Q1,152.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,9/2025,319.09,N24002019,329.14,319.09,52.7,50.12,16.515716568993078,-33.60428343100692,-3.0534119219784928,0.6012,0.0,0,0
821,,,"CONSTRUCTION OF KAITHI-PADARIA KALA BYPASS, PATNA-TAMOLI BYPASS, JASO BYPASS , NAGOD BYPASS (TOTAL L",MoRTH,N24002020,,,,3-2022,,10/2025,,158.36,158.0,22.68,30.0,April-June 2025 Q1,152.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,10/2025,158.36,N24002020,158.36,158.0,22.68,30.0,14.354430379746836,-15.645569620253164,-0.22733013387219855,0.4,0.0,0,0
822,,,BALANCE WORK OF 4L OF NAURADEHI SANCTUARY DE-SCOPED STRETCH OF HIRAN RIVER TO SINDOOR RIVER FROM KM.,NHAI,N24002067,,,,1-2021,,7/2023,,178.18,178.18,161.64,94.65,April-June 2025 Q1,152.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,4/2025,,N24002067,178.18,178.18,161.64,94.65,90.71725221685935,-3.9327477831406554,0.0,1.0465,0.0,0,0
823,,,CONSTRUCTION OF 4-LANE FROM BARELA TO MANEGAON SECTION OF NH-30 FROM DESIGN CH. 2.900 TO DESIGN CH.,NHAI,N24002068,,,,12-2022,,3/2025,,652.33,652.33,334.34,73.16,April-June 2025 Q1,152.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,12/2025,,N24002068,652.33,652.33,334.34,73.16,51.25320006745052,-21.906799932549475,0.0,0.8315999999999999,0.0,0,0
824,,,CONSTRUCTION OF ADDITIONAL 3 LANE WITH PAVED SHOULDER (DESIGN LENGTH 8.87 KM) AS REALIGNMENT OF BAKA,NHAI,N24002069,,,,7-2022,,12/2024,,209.29,209.29,140.22,100.0,April-June 2025 Q1,152.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,12/2024,,N24002069,209.29,209.29,140.22,100.0,66.99794543456447,-33.00205456543553,0.0,1.1,0.0,0,0
825,,,INDORE - EDLABAD (PKG-II) [TEJAJINAGAR TO BALWARA],NHAI,N24002070,,,,1-2022,,1/2025,,1162.8,1162.8,537.71,80.5,April-June 2025 Q1,152.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,1/2026,,N24002070,1162.8,1162.8,537.71,80.5,46.24269005847953,-34.25730994152047,0.0,0.905,0.0,0,0
826,,,CONSTRUCTION OF (I) 4-LANE HIGHWAY FROM VIDISHA TO HINOTIYA FROM KM. 0.000 TO KM. 27.000 (LENGTH=27,NHAI,N24002077,,,,9-2022,,12/2025,,1000.63,1000.63,210.15,53.86,April-June 2025 Q1,153.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,12/2025,,N24002077,1000.63,1000.63,210.15,53.86,21.001768885602072,-32.858231114397924,0.0,0.6386,0.0,0,0
827,,,FOUR LANING OF RAGHOGARH (DESIGN CH.29.300/EXISTING CH. 29.555) TO NANASA (DESIGN CH.92.971/EXISTING,NHAI,N24002166,,,,3-2024,,3/2026,01-03-2026,799.2,799.2,306.28,35.1,April-June 2025 Q1,153.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,3/2026,,N24002166,799.2,799.2,306.28,35.1,38.323323323323315,3.2233233233233136,0.0,0.45100000000000007,0.0,0,0
828,,,BALANCE WORKS OF 4 LANE DIVIDED CARRIAGEWAY OF MISSING LINK SECTION OF NH-39 (REWA BYPASS) FROM JUNC,NHAI,N24002200,,,,4-2024,,4/2026,,355.36,355.36,66.14,34.4,April-June 2025 Q1,153.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,4/2026,,N24002200,355.36,355.36,66.14,34.4,18.612111661413778,-15.787888338586221,0.0,0.44399999999999995,0.0,0,0
829,,,UMARIYA TO SHAHDOL SECTION OF NH-78 IN MADYA PRADESH KM 68/4 TO 142/200,MoRTH,N24000513,,,,3-2015,,8/2017,01-12-2023,511.83,511.83,478.84,93.06,April-June 2025 Q1,153.0,QPISR_QR_1st_2025-26_All_Ongoing_Projects_Structured.csv,2025-04-01,6/2025,,N24000513,511.83,511.83,478.84,93.06,93.55450051775003,0.49450051775002635,0.0,1.0306,0.0,0,0
